experiment_id,date,recording_start_est,recording_end_est,duration_seconds,ce_variant,campaign_year,logical_stages,key_bindings,experiment_block,scenario_id,source_event_name,attempt_type,team_focus,route_id,vehicle_ids,vehicle_count,vehicle_descriptions,gps_ids,relevant_nodes,delay_in_start,ce_log_table,quality_status,recommended_for_use,selection_basis,notes,source_file,source_row,raw_start,raw_end,timezone_basis
20241009-two-vehicle-chase-8-r011,2024-10-09,2024-10-09 09:06:09,2024-10-09 09:06:49,40,Two-vehicle chase,2024,same route + sustained FOLLOWS,"leader, follower",complex ev 1,8,Two-vehicle chase scenario 8,standard,,CyanR,s1; a2,2,,ATV1; CAR1,,5 seconds,,usable,True,"User-specified October 9 chase block, scenarios 1-18; redo retained",recording 2,IoBT_Experiment_Proposed_Trials_7Out24.xlsx - DataLog-9Oct24.csv,11,9:06:09,9:06:49,EST (as specified by user; no UTC conversion applied)
20241009-two-vehicle-chase-9-r012,2024-10-09,2024-10-09 09:10:16,2024-10-09 09:10:59,43,Two-vehicle chase,2024,same route + sustained FOLLOWS,"leader, follower",complex ev 1,9,Two-vehicle chase scenario 9,standard,,"Cyan, Yellow","s1, (a2 yellow)",2,,ATV1; CAR1,,5 seconds,,usable,True,"User-specified October 9 chase block, scenarios 1-18; redo retained",recording 2,IoBT_Experiment_Proposed_Trials_7Out24.xlsx - DataLog-9Oct24.csv,12,9:10:16,9:10:59,EST (as specified by user; no UTC conversion applied)
20241009-two-vehicle-chase-10-r013,2024-10-09,2024-10-09 09:14:59,2024-10-09 09:15:43,44,Two-vehicle chase,2024,same route + sustained FOLLOWS,"leader, follower",complex ev 1,10,Two-vehicle chase scenario 10,standard,,"CyanR, Yellow","s1, (a2 yellow)",2,,ATV1; CAR1,,5 seconds,,usable,True,"User-specified October 9 chase block, scenarios 1-18; redo retained",recording 2,IoBT_Experiment_Proposed_Trials_7Out24.xlsx - DataLog-9Oct24.csv,13,9:14:59,9:15:43,EST (as specified by user; no UTC conversion applied)
20241009-two-vehicle-chase-11-r014,2024-10-09,2024-10-09 09:16:37,2024-10-09 09:17:27,50,Two-vehicle chase,2024,same route + sustained FOLLOWS,"leader, follower",complex ev 1,11,Two-vehicle chase scenario 11,standard,,"Cyan, Yellow","a2, (s1 yellow)",2,,ATV1; CAR1,,5 seconds,,usable,True,"User-specified October 9 chase block, scenarios 1-18; redo retained",recording 2,IoBT_Experiment_Proposed_Trials_7Out24.xlsx - DataLog-9Oct24.csv,14,9:16:37,9:17:27,EST (as specified by user; no UTC conversion applied)
20241009-two-vehicle-chase-12-r015,2024-10-09,2024-10-09 09:19:35,2024-10-09 09:20:38,63,Two-vehicle chase,2024,same route + sustained FOLLOWS,"leader, follower",complex ev 1,12,Two-vehicle chase scenario 12,standard,,"CyanR, Yellow","a2, (s1 yellow)",2,,ATV1; CAR1,,5 seconds,,usable,True,"User-specified October 9 chase block, scenarios 1-18; redo retained",recording 2,IoBT_Experiment_Proposed_Trials_7Out24.xlsx - DataLog-9Oct24.csv,15,9:19:35,9:20:38,EST (as specified by user; no UTC conversion applied)
20241009-two-vehicle-chase-13-r016,2024-10-09,2024-10-09 09:24:06,2024-10-09 09:24:51,45,Two-vehicle chase,2024,same route + sustained FOLLOWS,"leader, follower",complex ev 1,13,Two-vehicle chase scenario 13,standard,,Cyan,s1; a2,2,,ATV1; CAR1,,10 seconds,,usable,True,"User-specified October 9 chase block, scenarios 1-18; redo retained",recording 3,IoBT_Experiment_Proposed_Trials_7Out24.xlsx - DataLog-9Oct24.csv,16,9:24:06,9:24:51,EST (as specified by user; no UTC conversion applied)
20241009-two-vehicle-chase-14-r017,2024-10-09,2024-10-09 09:26:29,2024-10-09 09:27:11,42,Two-vehicle chase,2024,same route + sustained FOLLOWS,"leader, follower",complex ev 1,14,Two-vehicle chase scenario 14,standard,,CyanR,s1; a2,2,,ATV1; CAR1,,10 seconds,,usable,True,"User-specified October 9 chase block, scenarios 1-18; redo retained",recording 3,IoBT_Experiment_Proposed_Trials_7Out24.xlsx - DataLog-9Oct24.csv,17,9:26:29,9:27:11,EST (as specified by user; no UTC conversion applied)
20241009-two-vehicle-chase-15-r018,2024-10-09,2024-10-09 09:28:52,2024-10-09 09:29:30,38,Two-vehicle chase,2024,same route + sustained FOLLOWS,"leader, follower",complex ev 1,15,Two-vehicle chase scenario 15,standard,,"Cyan, Yellow","s1, (a2 yellow)",2,,ATV1; CAR1,,10 seconds,,usable,True,"User-specified October 9 chase block, scenarios 1-18; redo retained",recording 3,IoBT_Experiment_Proposed_Trials_7Out24.xlsx - DataLog-9Oct24.csv,18,9:28:52,9:29:30,EST (as specified by user; no UTC conversion applied)
20241009-two-vehicle-chase-16-r019,2024-10-09,2024-10-09 09:30:03,2024-10-09 09:30:43,40,Two-vehicle chase,2024,same route + sustained FOLLOWS,"leader, follower",complex ev 1,16,Two-vehicle chase scenario 16,standard,,"CyanR, Yellow","s1, (a2 yellow)",2,,ATV1; CAR1,,10 seconds,,usable,True,"User-specified October 9 chase block, scenarios 1-18; redo retained",recording 3,IoBT_Experiment_Proposed_Trials_7Out24.xlsx - DataLog-9Oct24.csv,19,9:30:03,9:30:43,EST (as specified by user; no UTC conversion applied)
20241009-two-vehicle-chase-17-r020,2024-10-09,2024-10-09 09:32:59,2024-10-09 09:33:38,39,Two-vehicle chase,2024,same route + sustained FOLLOWS,"leader, follower",complex ev 1,17,Two-vehicle chase scenario 17,standard,,"Cyan, Yellow","a2, (s1 yellow)",2,,ATV1; CAR1,,10 seconds,,usable,True,"User-specified October 9 chase block, scenarios 1-18; redo retained",recording 3,IoBT_Experiment_Proposed_Trials_7Out24.xlsx - DataLog-9Oct24.csv,20,9:32:59,9:33:38,EST (as specified by user; no UTC conversion applied)
20241009-two-vehicle-chase-18-r021,2024-10-09,2024-10-09 09:34:21,2024-10-09 09:35:00,39,Two-vehicle chase,2024,same route + sustained FOLLOWS,"leader, follower",complex ev 1,18,Two-vehicle chase scenario 18,standard,,"CyanR, Yellow","a2, (s1 yellow)",2,,ATV1; CAR1,,10 seconds,,usable,True,"User-specified October 9 chase block, scenarios 1-18; redo retained",recording 3,IoBT_Experiment_Proposed_Trials_7Out24.xlsx - DataLog-9Oct24.csv,21,9:34:21,9:35:00,EST (as specified by user; no UTC conversion applied)
20250812-robbery-with-alarm-burglary-a-r006,2025-08-12,2025-08-12 12:03:00,2025-08-12 12:04:00,60,Robbery with alarm,2025,arrive → disembark → building → alarm → return/depart,"vehicle, person",Burglary,Burglary-A,Burglary-A,standard,UCLA,"CCW Circle of [n2,n3]",ATV2,1,,ATV2,,,,usable,True,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",,IOBT_Experiments_2025 - DataLog-12Aug25.csv,6,12:03:00,12:04:00,EST (as specified by user; no UTC conversion applied)
20250812-robbery-with-alarm-burglary-a-r007,2025-08-12,2025-08-12 12:05:35,2025-08-12 12:05:56,21,Robbery with alarm,2025,arrive → disembark → building → alarm → return/depart,"vehicle, person",Burglary,Burglary-A,Burglary-A,standard,UCLA,"CCW Circle of [n2,n3]",ATV2,1,,ATV2,,,,usable,True,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",,IOBT_Experiments_2025 - DataLog-12Aug25.csv,7,12:05:35 PM,12:05:56,EST (as specified by user; no UTC conversion applied)
20250812-robbery-with-alarm-burglary-a-r008,2025-08-12,2025-08-12 12:07:47,2025-08-12 12:09:08,81,Robbery with alarm,2025,arrive → disembark → building → alarm → return/depart,"vehicle, person",Burglary,Burglary-A,Burglary-A,standard,UCLA,"CCW Circle of [n2,n3]",ATV2,1,,ATV2,,,,usable,True,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",new event position,IOBT_Experiments_2025 - DataLog-12Aug25.csv,8,12:07:47 PM,12:09:08,EST (as specified by user; no UTC conversion applied)
20250812-robbery-with-alarm-burglary-a-r009,2025-08-12,2025-08-12 12:10:41,2025-08-12 12:11:48,67,Robbery with alarm,2025,arrive → disembark → building → alarm → return/depart,"vehicle, person",Burglary,Burglary-A,Burglary-A,standard,UCLA,"CCW Circle of [n2,n3]",ATV2,1,,ATV2,,,,usable,True,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",,IOBT_Experiments_2025 - DataLog-12Aug25.csv,9,12:10:41 PM,12:11:48,EST (as specified by user; no UTC conversion applied)
20250812-robbery-with-alarm-burglary-a-r010,2025-08-12,2025-08-12 12:12:27,2025-08-12 12:13:35,68,Robbery with alarm,2025,arrive → disembark → building → alarm → return/depart,"vehicle, person",Burglary,Burglary-A,Burglary-A,standard,UCLA,"CCW Circle of [n2,n3]",ATV2,1,,ATV2,,,,usable,True,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",,IOBT_Experiments_2025 - DataLog-12Aug25.csv,10,12:12:27 PM,12:13:35,EST (as specified by user; no UTC conversion applied)
20250812-robbery-with-alarm-burglary-a-r011,2025-08-12,2025-08-12 12:17:58,2025-08-12 12:19:11,73,Robbery with alarm,2025,arrive → disembark → building → alarm → return/depart,"vehicle, person",Burglary,Burglary-A,Burglary-A,standard,UCLA,"CCW Circle of [n2,n3]",ATV2,1,,ATV2,,,,usable_with_caveats,True,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",cameras are angled down,IOBT_Experiments_2025 - DataLog-12Aug25.csv,11,12:17:58 PM,12:19:11,EST (as specified by user; no UTC conversion applied)
20250812-robbery-with-alarm-burglary-a-r012,2025-08-12,2025-08-12 12:19:28,2025-08-12 12:20:12,44,Robbery with alarm,2025,arrive → disembark → building → alarm → return/depart,"vehicle, person",Burglary,Burglary-A,Burglary-A,standard,UCLA,"CCW Circle of [n2,n3]",ATV2,1,,ATV2,,,,usable,True,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",,IOBT_Experiments_2025 - DataLog-12Aug25.csv,12,12:19:28 PM,12:20:12,EST (as specified by user; no UTC conversion applied)
20250812-robbery-with-alarm-burglary-a-r013,2025-08-12,2025-08-12 12:26:56,2025-08-12 12:28:13,77,Robbery with alarm,2025,arrive → disembark → building → alarm → return/depart,"vehicle, person",Burglary,Burglary-A,Burglary-A,standard,UCLA,"CCW Circle of [n2,n3]",ATV2,1,,ATV2,,,,usable,True,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",GUI displayed for us,IOBT_Experiments_2025 - DataLog-12Aug25.csv,13,12:26:56 PM,12:28:13 PM,EST (as specified by user; no UTC conversion applied)
20250812-robbery-with-alarm-burglary-b-r014,2025-08-12,2025-08-12 12:31:00,2025-08-12 12:32:11,71,Robbery with alarm,2025,arrive → disembark → building → alarm → return/depart,"vehicle, person",Burglary,Burglary-B,Burglary-B,standard,UCLA,"CCW Circle of [n2,n3]",ATV2,1,,ATV2,,,,usable,True,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",,IOBT_Experiments_2025 - DataLog-12Aug25.csv,14,12:31:00 PM,12:32:11 PM,EST (as specified by user; no UTC conversion applied)
20250812-robbery-with-alarm-burglary-b-r015,2025-08-12,2025-08-12 12:33:00,2025-08-12 12:34:35,95,Robbery with alarm,2025,arrive → disembark → building → alarm → return/depart,"vehicle, person",Burglary,Burglary-B,Burglary-B,standard,UCLA,"CCW Circle of [n2,n3]",ATV2,1,,ATV2,,,,usable,True,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",,IOBT_Experiments_2025 - DataLog-12Aug25.csv,15,12:33:00 PM,12:34:35 PM,EST (as specified by user; no UTC conversion applied)
20250812-robbery-with-alarm-burglary-b-r016,2025-08-12,2025-08-12 12:35:39,2025-08-12 12:36:12,33,Robbery with alarm,2025,arrive → disembark → building → alarm → return/depart,"vehicle, person",Burglary,Burglary-B,Burglary-B,standard,UCLA,"CCW Circle of [n2,n3]",ATV2,1,,ATV2,,,,usable,True,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",,IOBT_Experiments_2025 - DataLog-12Aug25.csv,16,12:35:39 PM,12:36:12 PM,EST (as specified by user; no UTC conversion applied)
20250812-robbery-with-alarm-burglary-c-r017,2025-08-12,2025-08-12 12:43:44,2025-08-12 12:44:20,36,Robbery with alarm,2025,arrive → disembark → building → alarm → return/depart,"vehicle, person",Burglary,Burglary-C,Burglary-C,failed_attempt,,,,,,,,,,failed,False,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",-- this is a bad test where the phones turned themselves off,IOBT_Experiments_2025 - DataLog-12Aug25.csv,17,12:43:44 PM,12:44:20 PM,EST (as specified by user; no UTC conversion applied)
20250812-robbery-with-alarm-burglary-c-r018,2025-08-12,2025-08-12 12:57:35,2025-08-12 12:59:11,96,Robbery with alarm,2025,arrive → disembark → building → alarm → return/depart,"vehicle, person",Burglary,Burglary-C,Burglary-C,standard,UCLA,"CCW Circle of [n2,n3]",ATV2,1,,ATV2,,,,usable,True,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",no view of both people,IOBT_Experiments_2025 - DataLog-12Aug25.csv,18,12:57:35 PM,12:59:11 PM,EST (as specified by user; no UTC conversion applied)
20250812-robbery-with-alarm-burglary-c-r023,2025-08-12,2025-08-12 15:04:18,2025-08-12 15:06:43,145,Robbery with alarm,2025,arrive → disembark → building → alarm → return/depart,"vehicle, person",Burglary,Burglary-C,Burglary-C,standard,UCLA,"CCW Circle of [n2,n3]",CAR1,1,,CAR1,,,,usable,True,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",white sedan,IOBT_Experiments_2025 - DataLog-12Aug25.csv,23,15:04:18,15:06:43,EST (as specified by user; no UTC conversion applied)
20250812-robbery-with-alarm-burglary-c-r024,2025-08-12,2025-08-12 15:08:25,2025-08-12 15:10:41,136,Robbery with alarm,2025,arrive → disembark → building → alarm → return/depart,"vehicle, person",Burglary,Burglary-C,Burglary-C,standard,UCLA,"CCW Circle of [n2,n3]",CAR1,1,,CAR1,,,,usable,True,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",white sedan + software change,IOBT_Experiments_2025 - DataLog-12Aug25.csv,24,15:08:25,15:10:41,EST (as specified by user; no UTC conversion applied)
20250812-robbery-with-alarm-burglary-c-r025,2025-08-12,2025-08-12 15:14:03,2025-08-12 15:16:53,170,Robbery with alarm,2025,arrive → disembark → building → alarm → return/depart,"vehicle, person",Burglary,Burglary-C,Burglary-C,standard,UCLA,"CCW Circle of [n2,n3]",CAR1,1,,CAR1,,,,usable,True,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",white sedan + software change,IOBT_Experiments_2025 - DataLog-12Aug25.csv,25,15:14:03,15:16:53,EST (as specified by user; no UTC conversion applied)
20250812-vehicle-rendezvous-brianjulian-1-r026,2025-08-12,2025-08-12 16:00:00,2025-08-12 16:03:00,180,Vehicle rendezvous,2025,multiple vehicles converge and dwell before leaving,"vehicle group, target zone",Staking,Staking-BrianJulian-1,Staking-BrianJulian-1,standard,UCLA,,"CAR1, ATV2",2,,"CAR1, ATV2",,,,usable,True,"Manually reviewed: row 26 is a vehicle rendezvous, not two-visit stalking",,IOBT_Experiments_2025 - DataLog-12Aug25.csv,26,16:00,16:03,EST (as specified by user; no UTC conversion applied)
20250812-vehicle-rendezvous-brianjulian-2-r027,2025-08-12,2025-08-12 16:05:00,2025-08-12 16:07:00,120,Vehicle rendezvous,2025,multiple vehicles converge and dwell before leaving,"vehicle group, target zone",Staking,Staking-BrianJulian-2,Staking-BrianJulian-2,standard,UCLA,,"CAR1, ATV2",2,,"CAR1, ATV2",,,,usable,True,"Manually reviewed: row 27 is a vehicle rendezvous, not two-visit stalking",,IOBT_Experiments_2025 - DataLog-12Aug25.csv,27,16:05,16:07,EST (as specified by user; no UTC conversion applied)
20250812-vehicle-rendezvous-brianjulian-3-r028,2025-08-12,2025-08-12 16:09:00,2025-08-12 16:10:00,60,Vehicle rendezvous,2025,multiple vehicles converge and dwell before leaving,"vehicle group, target zone",Staking,Staking-BrianJulian-3,Staking-BrianJulian-3,standard,,,"CAR1, ATV2",2,,,,,,usable,True,"Manually reviewed: row 28 is a vehicle rendezvous, not two-visit stalking",,IOBT_Experiments_2025 - DataLog-12Aug25.csv,28,16:09,16:10,EST (as specified by user; no UTC conversion applied)
20250812-talking-rendezvous-rendezvous-brianjulian-1-r029,2025-08-12,2025-08-12 16:13:00,2025-08-12 16:15:00,120,Talking/rendezvous,2025,arrive → disembark/exit → conversation → return/depart,"vehicle, two people",Rendezvous,Rendezvous-BrianJulian-1,Rendezvous-BrianJulian-1,standard,,,"CAR1, ATV2",2,,,,,,usable,True,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",,IOBT_Experiments_2025 - DataLog-12Aug25.csv,29,16:13,16:15,EST (as specified by user; no UTC conversion applied)
20250812-talking-rendezvous-rendezvous-brianjulian-2-r030,2025-08-12,2025-08-12 16:23:00,2025-08-12 16:25:00,120,Talking/rendezvous,2025,arrive → disembark/exit → conversation → return/depart,"vehicle, two people",Rendezvous,Rendezvous-BrianJulian-2,Rendezvous-BrianJulian-2,failed_attempt,,,"CAR1, ATV2",2,,,,,,failed,False,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",Brian forgot to record complex event detection so it didn't run,IOBT_Experiments_2025 - DataLog-12Aug25.csv,30,16:23,16:25,EST (as specified by user; no UTC conversion applied)
20250812-talking-rendezvous-rendezvous-brianjulian-3-r031,2025-08-12,2025-08-12 16:26:00,2025-08-12 16:28:00,120,Talking/rendezvous,2025,arrive → disembark/exit → conversation → return/depart,"vehicle, two people",Rendezvous,Rendezvous-BrianJulian-3,Rendezvous-BrianJulian-3,standard,,,"CAR1, ATV2",2,,,,,,usable,True,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",,IOBT_Experiments_2025 - DataLog-12Aug25.csv,31,16:26,16:28,EST (as specified by user; no UTC conversion applied)
20250812-talking-rendezvous-rendezvous-brianjulian-4-r032,2025-08-12,2025-08-12 16:31:00,,,Talking/rendezvous,2025,arrive → disembark/exit → conversation → return/depart,"vehicle, two people",Rendezvous,Rendezvous-BrianJulian-4,Rendezvous-BrianJulian-4,incomplete_attempt,,,"CAR1, ATV2",2,,,,,,incomplete,False,"User-specified August 12 UCLA/Brian burglary, stalking, or rendezvous run",,IOBT_Experiments_2025 - DataLog-12Aug25.csv,32,16:31,,EST (as specified by user; no UTC conversion applied)
20250813-talking-rendezvous-rendezvous-ucla-5-r002,2025-08-13,2025-08-13 10:43:07,2025-08-13 10:43:32,25,Talking/rendezvous,2025,arrive → disembark/exit → conversation → return/depart,"vehicle, two people",Rendezvous,Rendezvous-UCLA-5,Rendezvous-UCLA-5,failed_attempt,"UCLA-Brian,Julian",,"CAR1, ATV2",2,,"CAR1, ATV2",,,,failed,False,User-specified August 13 UCLA/Brian rendezvous run ending no later than 10:59:54,BAD data - do not use; GPS didn't record,IOBT_Experiments_2025 - DataLog-13Aug25.csv,2,10:43:07,10:43:32,EST (as specified by user; no UTC conversion applied)
20250813-talking-rendezvous-rendezvous-ucla-5b-r003,2025-08-13,2025-08-13 10:45:05,2025-08-13 10:48:22,197,Talking/rendezvous,2025,arrive → disembark/exit → conversation → return/depart,"vehicle, two people",Rendezvous,Rendezvous-UCLA-5b,Rendezvous-UCLA-5b,standard,"UCLA-Brian,Julian",,"CAR1, ATV2",2,,"CAR1, ATV2",,,,usable,True,User-specified August 13 UCLA/Brian rendezvous run ending no later than 10:59:54,Camera on node 7 does not appear to be recording,IOBT_Experiments_2025 - DataLog-13Aug25.csv,3,10:45:05,10:48:22,EST (as specified by user; no UTC conversion applied)
20250813-talking-rendezvous-rendezvous-ucla-6-r004,2025-08-13,2025-08-13 10:49:53,2025-08-13 10:53:32,219,Talking/rendezvous,2025,arrive → disembark/exit → conversation → return/depart,"vehicle, two people",Rendezvous,Rendezvous-UCLA-6,Rendezvous-UCLA-6,standard,"UCLA-Brian,Julian",,"CAR1, ATV2",2,,"CAR1, ATV2",,,,usable,True,User-specified August 13 UCLA/Brian rendezvous run ending no later than 10:59:54,Camera on node 7 does not appear to be recording,IOBT_Experiments_2025 - DataLog-13Aug25.csv,4,10:49:53,10:53:32,EST (as specified by user; no UTC conversion applied)
20250813-talking-rendezvous-rendezvous-ucla-7-r005,2025-08-13,2025-08-13 10:55:36,2025-08-13 10:59:54,258,Talking/rendezvous,2025,arrive → disembark/exit → conversation → return/depart,"vehicle, two people",Rendezvous,Rendezvous-UCLA-7,Rendezvous-UCLA-7,standard,"UCLA-Brian,Julian",,"CAR1, ATV2",2,,"CAR1, ATV2",,,,usable,True,User-specified August 13 UCLA/Brian rendezvous run ending no later than 10:59:54,Camera on node 7 does not appear to be recording,IOBT_Experiments_2025 - DataLog-13Aug25.csv,5,10:55:36,10:59:54,EST (as specified by user; no UTC conversion applied)
20260413-pass-follow-clear-convoy-c1-test-r003,2026-04-13,2026-04-13 14:33:00,2026-04-13 14:36:00,180,Pass-follow-clear convoy,2026,PASSES → FOLLOWS/PASSES → ABSENT(MOVING),"leader, follower",UCLA convoy,c1_test,2 vehicle convoy,standard,UCLA-Brian,,,2,Wagoneer; Cargo Van,None,14,,c1_test,usable_with_caveats,True,User-specified April 13 UCLA/Brian convoy; shakeout and SRI cases excluded,convey up and back; Node 14 may have been intermittent; ZED camera and status-file timestamps are noted as four hours offset from the correct recording start time.,Copy of West Point Experiment Log - April 2026 - 13April2026.csv,3,14:33,14:36,EST (as specified by user; no UTC conversion applied)
20260413-pass-follow-clear-convoy-c1-test-suv-r004,2026-04-13,2026-04-13 14:41:00,2026-04-13 14:43:00,120,Pass-follow-clear convoy,2026,PASSES → FOLLOWS/PASSES → ABSENT(MOVING),"leader, follower",UCLA convoy,c1_test_suv,2 vehicle convoy,standard,UCLA-Brian,,,2,Wagoneer; Mazda CX50,None,14,,c1_test_suv,usable_with_caveats,True,User-specified April 13 UCLA/Brian convoy; shakeout and SRI cases excluded,convey up and back; Node 14 may have been intermittent; ZED camera and status-file timestamps are noted as four hours offset from the correct recording start time.,Copy of West Point Experiment Log - April 2026 - 13April2026.csv,4,14:41,14:43,EST (as specified by user; no UTC conversion applied)
20260413-pass-follow-clear-convoy-c1-teest-white-r005,2026-04-13,2026-04-13 14:50:00,2026-04-13 14:51:00,60,Pass-follow-clear convoy,2026,PASSES → FOLLOWS/PASSES → ABSENT(MOVING),"leader, follower",UCLA convoy,c1_teest_white,2 vehicle convoy,standard,UCLA-Brian,,,2,RAV4; Mazda CX50,None,14,,c1_teest_white,usable_with_caveats,True,User-specified April 13 UCLA/Brian convoy; shakeout and SRI cases excluded,convey up and back; Node 14 may have been intermittent; ZED camera and status-file timestamps are noted as four hours offset from the correct recording start time.,Copy of West Point Experiment Log - April 2026 - 13April2026.csv,5,14:50,14:51,EST (as specified by user; no UTC conversion applied)
20260414-three-visit-stalking-stalking-28-r028,2026-04-14,2026-04-14 14:47:00,2026-04-14 14:51:00,240,Three-visit stalking,2026,"enter → stopped 30 s → exit/absent 30 s, repeat 3","vehicle, visits",UCLA CE2/CE3,stalking-28,stalking,standard,UCLA-Brian,,,1,Dark Gray SUV,,,,,usable,True,User-specified April 14 UCLA/Brian stalking and robbery cases,"CE2, vehicle is dark gray , did not stalk in front of building; ZED camera and status-file timestamps are noted as four hours offset from the correct recording start time. Acoustic data on node 14 was not recorded.",Copy of West Point Experiment Log - April 2026 - 14April2026.csv,28,14:47,14:51,EST (as specified by user; no UTC conversion applied)
20260414-three-visit-stalking-stalking-29-r029,2026-04-14,2026-04-14 14:57:00,2026-04-14 15:03:00,360,Three-visit stalking,2026,"enter → stopped 30 s → exit/absent 30 s, repeat 3","vehicle, visits",UCLA CE2/CE3,stalking-29,stalking,standard,UCLA-Brian,,,1,white suv,,,,,usable,True,User-specified April 14 UCLA/Brian stalking and robbery cases,"CE2, vehicle gets black detection, 4 loops with the first facing away from camera; ZED camera and status-file timestamps are noted as four hours offset from the correct recording start time. Acoustic data on node 14 was not recorded.; Unmarked afternoon time normalized from 02:57:00 to 14:57:00 based on row chronology.; Unmarked afternoon time normalized from 03:03:00 to 15:03:00 based on row chronology.",Copy of West Point Experiment Log - April 2026 - 14April2026.csv,29,2:57,3:03,EST (as specified by user; no UTC conversion applied)
20260414-three-visit-stalking-stalking-30-r030,2026-04-14,2026-04-14 15:07:00,2026-04-14 15:15:00,480,Three-visit stalking,2026,"enter → stopped 30 s → exit/absent 30 s, repeat 3","vehicle, visits",UCLA CE2/CE3,stalking-30,stalking,standard,UCLA-Brian,,,1,Dark cargovan(black),,,,,usable,True,User-specified April 14 UCLA/Brian stalking and robbery cases,"CE2, vehicle detected as black car. Slight modification, a pedestrian went up the car at the last stop and shooed them away; ZED camera and status-file timestamps are noted as four hours offset from the correct recording start time. Acoustic data on node 14 was not recorded.; Unmarked afternoon time normalized from 03:07:00 to 15:07:00 based on row chronology.; Unmarked afternoon time normalized from 03:15:00 to 15:15:00 based on row chronology.",Copy of West Point Experiment Log - April 2026 - 14April2026.csv,30,3:07,3:15,EST (as specified by user; no UTC conversion applied)
20260414-cross-sensor-robbery-robbery-31-r031,2026-04-14,2026-04-14 15:22:00,2026-04-14 15:25:00,180,Cross-sensor robbery,2026,vehicle stop → person/building stage → gunshot → same person returns,"vehicle, person",UCLA CE2/CE3,Robbery-31,Robbery,standard,UCLA-Brian,,,1,Dark cargovan(black),,,,,usable,True,User-specified April 14 UCLA/Brian stalking and robbery cases,"CE3, dark cargo van.; ZED camera and status-file timestamps are noted as four hours offset from the correct recording start time. Acoustic data on node 14 was not recorded.; Unmarked afternoon time normalized from 03:22:00 to 15:22:00 based on row chronology.; Unmarked afternoon time normalized from 03:25:00 to 15:25:00 based on row chronology.",Copy of West Point Experiment Log - April 2026 - 14April2026.csv,31,3:22,3:25,EST (as specified by user; no UTC conversion applied)
20260414-cross-sensor-robbery-robbery-32-r032,2026-04-14,2026-04-14 15:26:00,2026-04-14 15:29:00,180,Cross-sensor robbery,2026,vehicle stop → person/building stage → gunshot → same person returns,"vehicle, person",UCLA CE2/CE3,Robbery-32,Robbery,standard,UCLA-Brian,,,1,Dark cargovan(black),,,,,usable,True,User-specified April 14 UCLA/Brian stalking and robbery cases,"CE3, dark cargo van.; ZED camera and status-file timestamps are noted as four hours offset from the correct recording start time. Acoustic data on node 14 was not recorded.; Unmarked afternoon time normalized from 03:26:00 to 15:26:00 based on row chronology.; Unmarked afternoon time normalized from 03:29:00 to 15:29:00 based on row chronology.",Copy of West Point Experiment Log - April 2026 - 14April2026.csv,32,3:26,3:29,EST (as specified by user; no UTC conversion applied)
20260415-pass-follow-clear-convoy-3-car-convoy-ce1-9-r009,2026-04-15,2026-04-15 14:46:00,2026-04-15 14:47:00,60,Pass-follow-clear convoy,2026,PASSES → FOLLOWS/PASSES → ABSENT(MOVING),"leader, follower",UCLA convoy/robbery,"3 car convoy, CE1-9","3 car convoy, CE1",standard,UCLA - Brian,,,3,"Mazda, RAV4, Wagoneer",gps2 (wagoneer),11-16,,,usable,True,User-specified April 15 UCLA/Brian convoy and robbery cases,"3 cars in convoy, ce1_test_3car1, gray SUV first; ZED camera and status-file timestamps are noted as four hours offset from the correct recording start time.",Copy of West Point Experiment Log - April 2026 - 15April2026.csv,9,14:46,14:47,EST (as specified by user; no UTC conversion applied)
